CONTENT      uurfactoren
COMP         NO2
YEAR         2021
VERSION      1.0
RELEASE_DATE 25-02-2022
NUM_STATIONS  20
STAT_SEQUENCE    107    131    133    235    246    301    318    437    444    538    617    633    644    722    738    807    818    918    929    934
DATE_FORMAT  DD/MM/YYYY
DATA_FORMAT  F7.3
NODATA        -9.999

01/01/2021 01  1.789  1.781  1.335  1.090  1.723  0.495  0.657  1.457  1.607  3.365  2.884  3.659  1.923  1.051  1.310  1.919  3.530  3.227  1.783  2.060
01/01/2021 02  1.726  1.812  1.627  1.301  1.576  0.370  0.689  1.892  2.116  3.539  3.073  3.593  2.481  1.262  1.143  1.860  3.968  2.844  1.967  2.505
01/01/2021 03  1.748  1.496  1.725  1.399  1.805  0.239  0.861  1.747  2.596  2.820  3.183  3.802  3.156  1.196  0.964  2.415  3.701  2.396  1.923  3.006
01/01/2021 04  1.642  2.010  1.574  1.381  1.540  0.197  0.327  0.834  2.323  2.948  2.993  4.455  2.931  1.324  0.874  2.861  3.665  2.672  2.291  2.298
01/01/2021 05  1.733  1.823  1.205  1.181  1.284  0.307  0.250  0.620  2.415  1.834  3.210  4.160  2.373  1.085  0.850  2.964  3.420  2.745  2.827  1.871
01/01/2021 06  1.721  2.228  1.098  0.830  0.951  0.358  0.266  0.421  2.522  0.694  3.413  3.951  2.037  1.132  1.649  2.940  3.273  1.868  2.927  1.983
01/01/2021 07  1.930  2.577  1.375  0.891  0.677  0.373  0.379  0.322  2.909  1.339  3.583  4.089  1.057  1.220  2.412  2.603  2.868  0.533  2.705  1.592
01/01/2021 08  1.663  2.491  1.461  0.920  0.524  0.327  0.420  0.311  3.114  1.835  4.348  3.259  0.919  1.614  2.583  2.871  2.779  0.398  2.411  1.218
01/01/2021 09  1.554  1.939  1.619  1.016  0.617  0.316  0.493  0.307  3.027  0.775  4.453  3.149  0.891  1.687  2.272  2.792  3.067  0.627  2.224  1.079
01/01/2021 10  1.837  1.610  1.390  1.172  0.679  0.409  0.636  0.322  0.190  2.704  3.810  3.015  0.776  1.782  1.699  2.374  3.058  1.163  1.987  1.138
01/01/2021 11  1.804  1.253  1.369  1.283  0.798  0.403  0.602  0.448  0.625  1.042  2.870  2.858  0.813  1.883  1.548  2.181  3.284  0.764  1.891  1.054
01/01/2021 12  1.409  1.029  1.343  1.988  0.783  0.381  0.608  0.745  0.187  2.213  2.787  2.188  0.744  2.448  1.323  2.167  3.069  0.341  1.774  1.012
01/01/2021 13  1.360  0.637  1.319  1.564  0.565  0.313  0.712  0.367  0.293  1.613  2.581  1.831  0.842  2.394  1.449  2.058  3.100  0.701  1.703  0.923
01/01/2021 14  1.137  0.523  1.381  0.926  0.392  0.307  0.554  0.296  0.256  1.161  2.443  0.679  1.011  1.818  1.399  2.031  2.784  0.680  1.466  1.056
01/01/2021 15  1.083  0.657  1.178  0.581  0.292  0.562  0.700  0.393  0.252  1.333  2.070  1.046  0.828  1.489  1.259  2.134  2.685  0.697  1.121  1.087
01/01/2021 16  1.175  0.679  1.322  0.758  0.445  0.644  0.927  0.463  0.224  0.956  1.749  1.738  1.222  1.578  1.497  2.081  2.426  1.055  1.154  1.163
01/01/2021 17  1.532  1.178  2.049  0.869  0.651  0.614  0.656  0.522  1.087  1.660  2.110  1.250  1.706  1.483  2.011  2.068  3.013  1.250  1.879  1.506
01/01/2021 18  1.500  1.282  1.833  0.918  0.588  0.560  0.763  0.699  2.029  2.383  3.009  2.442  1.467  1.235  2.073  2.239  2.777  3.121  2.331  1.606
01/01/2021 19  1.327  1.370  1.370  0.955  0.505  0.595  0.980  0.523  1.681  3.414  3.036  2.561  1.464  1.413  2.165  2.104  3.005  4.254  2.365  1.576
01/01/2021 20  1.685  1.646  1.463  1.428  0.590  0.836  0.963  0.562  2.193  2.760  2.720  2.705  1.052  1.330  1.863  1.967  2.832  3.202  2.202  1.375
01/01/2021 21  1.922  1.664  1.240  1.527  1.014  0.924  1.158  0.605  0.376  3.178  2.669  2.054  0.976  1.398  1.564  1.787  2.542  2.714  2.036  1.690
01/01/2021 22  1.781  1.699  1.252  1.258  1.075  0.936  1.192  0.707  0.371  2.626  2.916  2.184  0.937  1.445  1.308  2.066  2.251  2.350  1.916  3.304
01/01/2021 23  1.718  1.639  1.197  1.185  1.070  1.556  0.957  0.712  0.289  2.619  3.143  2.921  0.925  1.404  1.292  2.069  2.125  2.225  1.836  2.848
01/01/2021 24  1.688  1.639  1.094  1.108  1.029  1.690  0.970  1.116  0.531  2.631  2.818  3.017  0.953  1.318  1.341  2.004  2.476  2.018  1.932  2.035
02/01/2021 01  1.524  1.644  1.970  1.408  1.107  1.518  0.900  1.069  1.248  0.909  2.439  1.876  1.102  1.353  1.289  1.859  2.824  1.413  1.915  1.480
02/01/2021 02  1.438  1.472  2.007  2.191  1.048  1.388  0.823  0.973  2.813  0.703  2.384  1.295  1.224  1.432  1.208  1.662  2.873  1.570  1.858  1.452
02/01/2021 03  1.495  1.279  1.780  2.012  1.158  1.299  0.849  0.943  3.084  0.476  2.078  1.242  1.216  1.453  1.184  1.437  2.540  1.755  1.973  1.215
02/01/2021 04  1.675  1.137  1.558  1.577  1.627  0.972  0.869  0.941  3.348  0.402  1.625  1.287  1.289  1.447  1.479  1.473  2.394  1.486  2.010  1.276
02/01/2021 05  1.433  1.170  1.893  2.048  1.566  1.117  1.119  0.995  3.212  0.366  1.406  1.364  1.352  1.565  1.535  1.381  2.308  1.533  1.779  1.248
02/01/2021 06  1.751  1.167  2.189  2.569  1.690  2.470  1.173  0.976  2.868  0.368  1.557  1.031  1.353  1.650  1.580  1.453  1.854  1.075  1.535  1.019
02/01/2021 07  2.506  1.106  1.826  2.611  1.269  2.958  1.149  1.234  2.496  0.491  1.744  1.316  1.596  1.588  2.282  1.550  1.607  0.849  1.454  1.077
02/01/2021 08  2.438  1.095  1.078  2.467  1.723  2.216  1.221  1.369  2.605  0.665  1.987  1.361  2.007  1.468  2.541  1.623  1.663  1.074  1.345  1.218
02/01/2021 09  1.458  1.110  0.967  2.415  2.141  1.952  1.399  1.774  2.078  0.672  2.163  1.536  2.212  1.514  2.336  1.749  1.859  0.918  1.165  1.299
02/01/2021 10  1.449  1.344  0.991  2.003  1.710  1.933  1.322  1.886  1.799  1.128  1.943  1.538  1.842  1.486  2.080  2.069  1.671  0.617  1.013  1.395
02/01/2021 11  1.431  1.420  0.917  1.917  1.577  1.548  1.237  1.467  1.496  1.379  1.909  1.508  1.701  1.388  2.025  2.035  1.715  0.784  1.066  1.806
02/01/2021 12  1.573  1.196  1.017  2.047  1.470  1.404  1.425  1.305  0.983  1.217  1.959  1.463  1.760  1.594  1.908  1.700  1.701  0.665  0.934  1.737
