CONTENT          stedelijke uurfactor
170130  09  1.487
170130  10  0.907
170130  11  1.528
170130  12  1.260
170130  13  1.532
170130  14  1.078
170130  15  1.821
170130  16  0.574
170130  17  0.753
170130  18  1.785
170130  19  1.350
170130  20  1.418
170130  21  1.291
170130  22  0.945
170130  23  1.129
170130  24  0.615
170131  01  0.611
170131  02  0.874
170131  03  0.479
170131  04  0.374
170131  05  0.554
170131  06  0.873
170131  07  1.364
170131  08  1.855
170131  09  3.492
170131  10  0.455
170131  11  0.534
170131  12 -0.298
170131  13 -0.404
170131  14  0.680
170131  15  1.312
170131  16  1.243
170131  17  1.385
170131  18  1.062
170131  19  1.463
170131  20  1.162
170131  21  0.336
170131  22 -0.159
170131  23  0.365
170131  24  0.742
170201  01 -0.182
170201  02  0.464
170201  03  1.008
170201  04  0.814
170201  05  0.245
170201  06  0.805
170201  07  0.873
170201  08  0.734
170201  09  1.054
170201  10  0.791
170201  11  0.812
170201  12  1.203
170201  13  1.207
170201  14  1.200
170201  15  0.958
170201  16  0.456
170201  17  0.709
170201  18  0.727
170201  19  0.567
170201  20  0.655
170201  21  0.405
170201  22 -0.060
170201  23 -0.183
170201  24 -0.379
170202  01 -0.492
170202  02 -0.522
170202  03 -0.424
170202  04 -0.557
170202  05 -0.346
170202  06 -0.070
170202  07  0.269
170202  08  1.175
170202  09  0.885
170202  10  0.597
170202  11  0.692
170202  12  0.570
170202  13  0.501
170202  14  0.422
170202  15  0.108
170202  16  0.137
170202  17  0.531
170202  18  0.363
170202  19 -0.222
170202  20 -0.431
170202  21 -0.219
170202  22  0.162
170202  23  0.728
170202  24  0.649
170203  01  0.509
170203  02  0.096
170203  03  0.102
170203  04  0.611
170203  05  1.048
170203  06  0.890
170203  07  0.896
170203  08  2.250
170203  09  2.882
170203  10  3.049
170203  11  2.926
170203  12  2.365
170203  13  1.662
170203  14  1.260
170203  15  0.981
170203  16  1.066
170203  17  1.075
170203  18  1.489
170203  19  1.456
170203  20  1.312
170203  21 -0.132
170203  22 -0.109
170203  23  0.064
170203  24  0.292
170204  01  1.056
170204  02  0.908
170204  03  0.465
170204  04  0.259
170204  05  0.490
170204  06  0.891
170204  07  0.742
170204  08  1.179
170204  09  1.603
170204  10  1.089
170204  11  0.445
170204  12  0.810
170204  13  1.113
170204  14  1.161
170204  15  0.695
170204  16  1.618
170204  17  0.661
170204  18  0.753
170204  19  0.594
170204  20  0.635
170204  21  1.044
170204  22  0.471
170204  23 -0.360
170204  24  2.107
170205  01  2.623
170205  02  1.678
170205  03  2.252
170205  04  0.793
170205  05  0.789
170205  06  1.488
170205  07  1.579
170205  08  1.305
170205  09  1.088
170205  10  1.158
170205  11  0.727
170205  12  0.425
170205  13  0.620
170205  14  0.515
170205  15  0.592
170205  16  0.764
170205  17  0.923
170205  18  2.014
170205  19  0.693
170205  20  0.510
170205  21 -0.463
170205  22  1.220
170205  23  0.142
170205  24 -0.496
170206  01  0.139
170206  02  0.190
170206  03 -0.169
170206  04 -0.885
170206  05 -0.376
170206  06  0.183
170206  07  1.278
170206  08  2.480
170206  09  2.819
170206  10  2.687
170206  11  1.042
170206  12 -1.053
170206  13 -1.040
170206  14 -0.058
170206  15  1.759
170206  16  2.411
170206  17  1.717
170206  18  2.205
170206  19  1.491
170206  20  0.600
170206  21  1.073
170206  22  1.101
170206  23  0.861
170206  24  0.713
170207  01  0.540
170207  02 -0.063
170207  03 -0.449
170207  04  0.344
170207  05  0.264
170207  06  0.084
170207  07  0.131
170207  08  0.262
170207  09  0.245
170207  10  0.554
170207  11  0.136
170207  12  0.013
170207  13  0.002
170207  14 -0.043
170207  15 -0.152
170207  16 -0.110
170207  17 -0.095
170207  18 -0.246
170207  19 -0.281
170207  20 -0.185
170207  21  0.090
170207  22  0.300
170207  23  0.328
170207  24  0.419
170208  01  0.229
170208  02  0.065
170208  03  0.045
170208  04  0.020
170208  05 -0.109
170208  06  0.048
170208  07  0.151
170208  08  0.390
170208  09  0.595
170208  10  0.173
170208  11  0.272
170208  12  0.092
170208  13  0.025
170208  14  0.145
170208  15 -0.124
170208  16 -0.096
170208  17  0.333
170208  18  0.326
170208  19 -0.226
170208  20  0.319
170208  21  0.153
170208  22  0.060
170208  23 -0.104
170208  24  0.121
170209  01 -0.172
170209  02 -0.003
170209  03 -0.134
170209  04 -0.379
170209  05 -0.339
170209  06 -0.313
170209  07 -0.084
170209  08  0.299
170209  09  0.460
170209  10  0.260
170209  11  0.456
170209  12  0.423
170209  13  0.406
170209  14  0.587
170209  15  0.397
170209  16  0.608
170209  17  0.426
170209  18  0.492
170209  19  0.381
170209  20  0.630
170209  21  0.215
170209  22  0.308
170209  23  0.335
170209  24  0.369
170210  01  0.646
170210  02  0.210
170210  03 -0.354
170210  04 -0.106
170210  05 -0.032
170210  06 -0.177
170210  07  0.356
170210  08  0.141
170210  09 -0.392
170210  10  0.296
170210  11  0.375
170210  12  0.370
170210  13  0.473
170210  14  0.465
170210  15  0.075
170210  16  0.065
170210  17 -0.071
170210  18  0.074
170210  19  0.010
170210  20  0.013
170210  21 -0.086
170210  22 -0.257
170210  23 -0.483
170210  24 -0.507
170211  01 -0.106
170211  02 -0.357
170211  03 -0.601
170211  04 -0.548
170211  05 -0.371
170211  06 -0.615
170211  07 -0.501
170211  08 -0.386
170211  09 -0.155
170211  10  0.108
170211  11  0.426
170211  12  0.392
170211  13  0.587
170211  14  0.404
170211  15 -0.006
170211  16 -0.169
170211  17 -0.296
170211  18 -0.031
170211  19 -0.304
170211  20 -0.171
170211  21 -0.231
170211  22  0.356
170211  23  0.414
170211  24  0.216
170212  01 -0.485
170212  02 -0.294
170212  03 -0.245
170212  04 -0.357
170212  05 -0.424
170212  06 -0.462
170212  07 -0.548
170212  08 -0.505
170212  09 -0.259
170212  10 -0.176
170212  11 -0.152
170212  12 -0.172
170212  13 -0.172
170212  14  0.015
170212  15  0.027
170212  16 -0.116
170212  17 -0.019
170212  18  0.090
170212  19  0.149
170212  20  0.210
170212  21  0.134
170212  22  0.173
170212  23 -0.101
170212  24 -0.282
170213  01  0.038
170213  02 -0.222
170213  03 -0.261
170213  04 -0.277
170213  05 -0.218
170213  06 -0.443
170213  07 -0.170
170213  08 -0.220
170213  09  0.427
170213  10  0.318
170213  11  0.133
170213  12  0.047
170213  13  0.003
170213  14 -0.009
170213  15  0.116
170213  16  0.085
170213  17  0.047
170213  18  0.090
170213  19 -0.561
170213  20 -0.545
170213  21 -0.223
170213  22 -0.488
170213  23 -0.287
170213  24 -0.167
170214  01 -0.318
170214  02 -0.291
170214  03 -0.060
170214  04  0.114
170214  05  0.241
170214  06  0.490
170214  07  0.716
170214  08  1.090
170214  09  1.831
170214  10  1.135
170214  11  1.008
170214  12  0.386
170214  13  0.316
170214  14  0.378
170214  15  0.043
170214  16  0.020
170214  17  0.787
170214  18  1.839
170214  19  3.039
170214  20  2.906
170214  21  2.976
170214  22  2.700
170214  23  1.617
170214  24  1.479
170215  01  0.603
170215  02  0.685
170215  03  0.976
170215  04  1.795
170215  05  1.100
170215  06  0.751
170215  07  1.152
170215  08  1.621
170215  09  3.333
170215  10  3.502
170215  11  2.481
170215  12  1.952
170215  13  1.503
170215  14  1.296
170215  15  1.573
170215  16  1.281
170215  17  2.413
170215  18  2.749
170215  19  2.535
170215  20  1.737
170215  21  1.403
170215  22  2.512
170215  23  2.097
170215  24  1.743
170216  01  1.429
170216  02  1.078
170216  03  1.730
170216  04  1.230
170216  05  1.256
170216  06  1.527
170216  07  2.881
170216  08  3.947
170216  09  3.579
170216  10  2.522
170216  11  2.034
170216  12  0.947
170216  13  1.233
170216  14  1.582
170216  15  1.937
170216  16  2.253
170216  17  1.419
170216  18  2.135
170216  19  3.185
170216  20  2.975
170216  21  1.697
170216  22  1.490
170216  23  1.370
170216  24  1.080
170217  01  0.287
170217  02  0.303
170217  03 -0.212
170217  04  0.104
170217  05  0.961
170217  06  0.957
170217  07  1.296
170217  08  2.503
170217  09  2.864
170217  10  3.108
170217  11  3.188
170217  12  2.166
170217  13  1.739
170217  14  2.154
170217  15  2.604
170217  16  2.008
170217  17  2.342
170217  18  3.003
170217  19  3.951
170217  20  4.274
170217  21  4.317
170217  22  4.021
170217  23  3.968
170217  24  3.463
170218  01  3.395
170218  02  4.069
170218  03  3.339
170218  04  2.835
170218  05  2.859
170218  06  2.836
170218  07  2.065
170218  08  0.184
170218  09 -0.102
170218  10 -0.180
170218  11  1.033
170218  12  1.033
170218  13  0.609
170218  14 -0.140
170218  15 -0.174
170218  16  0.213
170218  17  0.847
170218  18  1.121
170218  19  2.740
170218  20  3.255
170218  21  1.818
170218  22  1.782
170218  23  0.761
170218  24  0.342
170219  01  1.083
170219  02  0.872
170219  03  0.551
170219  04  0.825
170219  05  0.607
170219  06  1.254
170219  07  1.599
170219  08  1.408
170219  09  1.333
170219  10  1.631
170219  11  1.271
170219  12  1.028
170219  13  0.801
170219  14  1.275
170219  15  1.078
170219  16  0.632
170219  17  0.811
170219  18  1.758
170219  19  1.645
170219  20  1.340
170219  21  2.806
170219  22  2.509
170219  23  1.811
170219  24  0.928
170220  01  0.586
170220  02  0.200
170220  03  0.427
170220  04  0.243
170220  05  0.555
170220  06  0.641
170220  07  1.138
170220  08  1.700
170220  09  2.021
170220  10  1.559
170220  11  1.589
170220  12  1.521
170220  13  1.350
170220  14  1.104
170220  15  1.160
170220  16  1.038
170220  17  0.750
170220  18  1.153
170220  19  0.692
170220  20 -0.026
170220  21  0.187
170220  22  0.422
170220  23  0.621
170220  24  0.830
170221  01  1.451
170221  02  1.158
170221  03  1.053
170221  04  0.834
170221  05  1.378
170221  06  1.293
170221  07  1.449
170221  08  2.280
170221  09  2.867
170221  10  2.024
170221  11  1.663
170221  12  1.013
170221  13  0.942
170221  14  1.153
170221  15  1.359
170221  16  1.391
170221  17  1.418
170221  18  2.438
170221  19  2.354
170221  20  2.323
170221  21  1.371
170221  22  1.144
170221  23  0.558
170221  24  0.698
170222  01  0.603
170222  02  0.352
170222  03  0.397
170222  04  0.398
170222  05  0.342
170222  06  0.430
170222  07  0.712
170222  08  1.131
170222  09  1.234
170222  10  0.882
170222  11  0.849
170222  12  1.111
170222  13  1.236
170222  14  1.282
170222  15  1.348
170222  16  1.530
170222  17  1.579
170222  18  2.410
170222  19  1.556
170222  20  1.457
170222  21  0.937
170222  22  0.744
170222  23  0.581
170222  24  0.971
170223  01  0.772
170223  02  1.119
170223  03  0.160
170223  04  0.414
170223  05  0.717
170223  06  0.683
170223  07  1.049
170223  08  1.444
170223  09  1.529
170223  10  2.032
170223  11  1.547
170223  12  1.328
170223  13  1.194
170223  14  1.182
170223  15  1.150
170223  16  1.148
170223  17  1.039
170223  18  1.073
170223  19  0.963
170223  20  0.881
170223  21  0.771
170223  22  0.670
170223  23  0.646
170223  24  0.356
170224  01  0.746
170224  02  0.618
170224  03  0.772
170224  04  0.646
170224  05  0.590
170224  06  1.004
170224  07  2.357
170224  08  4.090
170224  09  5.109
170224  10  3.569
170224  11  2.562
170224  12  1.960
170224  13  1.908
170224  14  1.819
170224  15  0.969
170224  16  1.040
170224  17  1.371
170224  18  2.070
170224  19  3.031
170224  20  4.678
170224  21  6.355
170224  22  6.585
170224  23  5.805
170224  24  4.293
170225  01  1.730
170225  02  1.798
170225  03  0.667
170225  04  0.650
170225  05  0.860
170225  06  0.745
170225  07  0.770
170225  08  1.124
170225  09  0.890
170225  10  1.132
170225  11  1.196
170225  12  1.276
170225  13  1.129
170225  14  0.922
170225  15  0.835
170225  16  0.781
170225  17  0.957
170225  18  1.338
170225  19  1.201
170225  20  1.009
170225  21  1.690
170225  22  1.545
170225  23  1.268
170225  24  0.943
170226  01  0.751
170226  02  0.713
170226  03  0.632
170226  04  0.645
170226  05  0.843
170226  06  0.595
170226  07  0.659
170226  08  0.602
170226  09  1.069
170226  10  0.742
170226  11  0.901
170226  12  1.093
170226  13  1.061
170226  14  1.068
170226  15  1.022
170226  16  0.925
170226  17  0.640
170226  18  1.019
170226  19  0.814
170226  20  0.946
170226  21  1.119
170226  22  0.995
170226  23  0.852
170226  24  1.037
170227  01  1.153
170227  02  0.697
170227  03  0.658
170227  04  0.612
170227  05  0.579
170227  06  0.528
170227  07  0.896
170227  08  1.396
170227  09  1.643
170227  10  1.220
170227  11  0.976
170227  12  0.884
170227  13  0.990
170227  14  1.368
170227  15  1.787
170227  16  1.764
170227  17  1.466
170227  18  1.535
170227  19  0.921
170227  20  1.190
170227  21  0.642
170227  22  0.770
170227  23  0.931
170227  24  0.791
170228  01  0.301
170228  02  0.597
170228  03  0.389
170228  04  0.398
170228  05  0.231
170228  06  0.435
170228  07  0.960
170228  08  1.329
170228  09  1.983
170228  10  1.522
170228  11  1.541
170228  12  1.578
170228  13  1.243
170228  14  1.316
170228  15  1.771
170228  16  2.136
170228  17  1.884
170228  18  1.849
170228  19  2.040
170228  20  2.492
170228  21  1.563
170228  22  1.732
170228  23  1.441
170228  24  1.198
170301  01  1.029
170301  02  1.180
170301  03  1.100
170301  04  1.238
170301  05  0.964
170301  06  0.676
170301  07  1.948
170301  08  3.040
170301  09  3.815
170301  10  2.585
170301  11  2.316
170301  12  1.849
170301  13  1.694
170301  14  1.040
170301  15  1.042
170301  16  1.265
170301  17  1.371
170301  18  2.639
170301  19  2.765
170301  20  1.822
170301  21  2.600
170301  22  2.446
170301  23  4.013
170301  24  3.212
170302  01  1.786
170302  02  1.544
170302  03  0.409
170302  04 -0.252
170302  05 -0.428
170302  06  0.026
170302  07  0.467
170302  08  1.203
170302  09  1.255
170302  10  1.051
170302  11  1.226
170302  12  1.147
170302  13  1.250
170302  14  0.993
170302  15  1.391
170302  16  1.156
170302  17  1.226
170302  18  1.347
170302  19  2.069
170302  20  1.959
170302  21  2.211
170302  22  2.285
170302  23  1.876
170302  24  1.598
170303  01  1.044
170303  02  1.848
170303  03  2.657
170303  04  3.072
170303  05  3.979
170303  06  4.216
170303  07  5.887
170303  08  6.710
170303  09  6.693
170303  10  5.412
170303  11  4.319
170303  12  3.500
170303  13  2.856
170303  14  3.084
170303  15  4.204
170303  16  4.257
170303  17  4.324
170303  18  4.517
170303  19  4.200
170303  20  3.681
170303  21  2.942
170303  22  3.040
170303  23  1.992
170303  24  1.553
170304  01  1.125
170304  02  0.752
170304  03  0.148
170304  04 -0.141
170304  05 -0.582
170304  06 -0.294
170304  07 -1.055
170304  08 -1.280
170304  09 -1.518
170304  10 -1.329
170304  11 -0.929
170304  12 -0.901
170304  13 -1.018
170304  14 -1.082
170304  15 -0.981
170304  16 -0.318
170304  17 -0.091
170304  18 -0.217
170304  19  0.569
170304  20  0.032
170304  21  0.996
170304  22  1.702
170304  23  0.802
170304  24  1.554
170305  01  0.655
170305  02 -0.110
170305  03 -0.268
170305  04 -0.444
170305  05 -0.526
170305  06 -0.430
170305  07 -0.187
170305  08 -0.422
170305  09 -0.854
