Sector;Subsector;Emissieoorzaak;Emissieoorzaak_code;Nic;Bedrijf;Straat;Huisnummer;Toevoeging;Postcode;Woonplaats;Xcoord;Ycoord;Sbi_code;Sbi_naam;Herkomst_code;Herkomst;Dataset;Jaar;Emissie;Eenheid
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;62016;Frico Cheese BV (Winterswijk);Tuberweg;6;;7101BE;Winterswijk;245100;444440;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;2700;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72024;Lyempf Kampen BV;IJsseldijk;42;;8261LK;Kampen;191550;507000;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);02;Milieujaarverslag, versie nog niet gevalideerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;7647;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72024;Lyempf Kampen BV;IJsseldijk;42;;8261LK;Kampen;191550;507000;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;9213;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72024;Lyempf Kampen BV;IJsseldijk;42;;8261LK;Kampen;191550;507000;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;9420;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72024;Lyempf Kampen BV;IJsseldijk;42;;8261LK;Kampen;191550;507000;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;7647;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72024;Lyempf Kampen BV;IJsseldijk;42;;8261LK;Kampen;191550;507000;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;6570;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72024;Lyempf Kampen BV;IJsseldijk;42;;8261LK;Kampen;191550;507000;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;9373;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72024;Lyempf Kampen BV;IJsseldijk;42;;8261LK;Kampen;191550;507000;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;7303;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72027;Hyproca Dairy BV;Hamerweg;25;;7731AH;Ommen;225250;502670;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;3057;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72027;Hyproca Dairy BV;Hamerweg;25;;7731AH;Ommen;225250;502670;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;4193;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72027;Hyproca Dairy BV;Hamerweg;25;;7731AH;Ommen;225250;502670;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;2095;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72027;Hyproca Dairy BV;Hamerweg;25;;7731AH;Ommen;225250;502670;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);02;Milieujaarverslag, versie nog niet gevalideerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;1407;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72027;Hyproca Dairy BV;Hamerweg;25;;7731AH;Ommen;225250;502670;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;1192;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48081;Essent NV Pompstation Tilburg;Vossenbergseweg;;;5048SP;Tilburg;129600;400200;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2005;6087;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48081;Essent NV Pompstation Tilburg;Vossenbergseweg;;;5048SP;Tilburg;129600;400200;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;870;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48081;Essent NV Pompstation Tilburg;Vossenbergseweg;;;5048SP;Tilburg;129600;400200;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;1276;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48082;Ennatuurlijk (Breda);Eikdonk;11;;4825AZ;Breda;111892;403316;35140;Handel in elektriciteit en in gas via leidingen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;836;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48082;Ennatuurlijk (Breda);Eikdonk;11;;4825AZ;Breda;111892;403316;35140;Handel in elektriciteit en in gas via leidingen;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;2126;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48082;Ennatuurlijk (Breda);Eikdonk;11;;4825AZ;Breda;111892;403316;35140;Handel in elektriciteit en in gas via leidingen;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;921,599;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48082;Ennatuurlijk (Breda);Eikdonk;11;;4825AZ;Breda;111892;403316;35140;Handel in elektriciteit en in gas via leidingen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2005;2867;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48082;Ennatuurlijk (Breda);Eikdonk;11;;4825AZ;Breda;111892;403316;35140;Handel in elektriciteit en in gas via leidingen;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;4942,2;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48082;Ennatuurlijk (Breda);Eikdonk;11;;4825AZ;Breda;111892;403316;35140;Handel in elektriciteit en in gas via leidingen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;481;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;48082;Ennatuurlijk (Breda);Eikdonk;11;;4825AZ;Breda;111892;403316;35140;Handel in elektriciteit en in gas via leidingen;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;2681;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;62802;Ekro BV;Laan van Malkenschoten;100;;7333NP;Apeldoorn;195066;465803;10110;Slachterijen (geen pluimvee-);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;332;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;62802;Ekro BV;Laan van Malkenschoten;100;;7333NP;Apeldoorn;195066;465803;10110;Slachterijen (geen pluimvee-);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;334;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;72030;Friesland Nutrition (Rijssen);Karel Doormanstraat;4;;7461ER;Rijssen;232750;480430;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;2829;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;84808;Smurfit Kappa Solid Board Coevorden;Robertweg;2;;7741KX;Coevorden;246400;519750;17121;Vervaardiging van grafisch papier en karton;02;Milieujaarverslag, versie nog niet gevalideerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;6796,49;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;84808;Smurfit Kappa Solid Board Coevorden;Robertweg;2;;7741KX;Coevorden;246400;519750;17121;Vervaardiging van grafisch papier en karton;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;25720;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;84808;Smurfit Kappa Solid Board Coevorden;Robertweg;2;;7741KX;Coevorden;246400;519750;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;7119,002;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;84808;Smurfit Kappa Solid Board Coevorden;Robertweg;2;;7741KX;Coevorden;246400;519750;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;19525;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;84808;Smurfit Kappa Solid Board Coevorden;Robertweg;2;;7741KX;Coevorden;246400;519750;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;20478;kg
Overige industrie;Papier(waren);SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;T100600;84808;Smurfit Kappa Solid Board Coevorden;Robertweg;2;;7741KX;Coevorden;246400;519750;17121;Vervaardiging van grafisch papier en karton;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;21953;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;9014;Essent Productie Geleen B.V.;Kampstraat;101;;6163HE;Geleen;184454;332482;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;470466;kg
Energiesector;Opwekking electriciteit;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;T108500;9014;Essent Productie Geleen B.V.;Kampstraat;101;;6163HE;Geleen;184454;332482;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;326000;kg
Overige industrie;Basismetaal;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;T102300;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;27234;kg
Overige industrie;Basismetaal;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;T102300;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;15216;kg
Overige industrie;Basismetaal;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;T102300;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;13910;kg
Overige industrie;Basismetaal;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;T102300;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;18906;kg
Overige industrie;Basismetaal;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;T104706;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;42820,89;kg
Overige industrie;Basismetaal;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;T104706;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;6515;kg
Overige industrie;Basismetaal;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;T104706;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;66197;kg
Overige industrie;Basismetaal;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;T104706;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;14022,85;kg
Overige industrie;Basismetaal;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;T104706;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;9200;kg
Overige industrie;Basismetaal;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;T104706;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;35916;kg
Overige industrie;Basismetaal;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;T104706;43013;Nyrstar Budel BV;Hoofdstraat;1;;6024AA;Budel-Dorplein;169900;361000;24430;Vervaardiging van lood, zink en tin;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;41389,07;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;48127;Sonac Eindhoven BV;Meerenakkerweg;7;;5652AR;Eindhoven;159200;382350;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;1998;kg
Overige industrie;Metaalelektro;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);T106200;63347;Weweler Nederland BV;Kayersdijk;149;;7332AP;Apeldoorn;195650;467030;25900;Vervaardiging van overige produkten van metaal;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;1214;kg
Overige industrie;Metaalelektro;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);T106200;63347;Weweler Nederland BV;Kayersdijk;149;;7332AP;Apeldoorn;195650;467030;25900;Vervaardiging van overige produkten van metaal;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;2054;kg
Overige industrie;Metaalelektro;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);T106200;63347;Weweler Nederland BV;Kayersdijk;149;;7332AP;Apeldoorn;195650;467030;25900;Vervaardiging van overige produkten van metaal;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;3680;kg
Overige industrie;Metaalelektro;SBI 26/27 (per bedrijf): Elektrotechnische industrie;T137300;43162;Philips Lighting BV (Oss);Kantsingel;24;;5349AJ;Oss;166100;419120;26400;Vervaardiging van consumentenelektronica;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;1110;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;49012;Xella Kalkzandsteenfabriek Hoogdonk BV;Hoogdonkseweg;15;;5757PJ;Liessel;185400;382420;23610;Vervaardiging van produkten van beton voor de bouw en van kalkzandsteen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;1257;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;49012;Xella Kalkzandsteenfabriek Hoogdonk BV;Hoogdonkseweg;15;;5757PJ;Liessel;185400;382420;23610;Vervaardiging van produkten van beton voor de bouw en van kalkzandsteen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2005;999;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;49017;Merck Sharp & Dohme BV;Veersemeer;4;;5347JN;Oss;166604;421525;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;1811;kg
