CONTENT         weegfactoren
COMP            NO2
YEAR            2015
VERSION         1.0 
RELEASE_DATE    01-03-2016
RESOLUTION_km   10
NUM_STATIONS     8
COORD_FORMAT    F8.3
DATA_FORMAT     E10.3

 155.000 615.000 934 918 538 818 631 929 807 444 0.208E+00 0.181E+00 0.126E+00 0.718E-01 0.494E-01 0.430E-01 0.278E-01 0.244E-01
 165.000 615.000 934 918 538 818 929 631 807 444 0.262E+00 0.187E+00 0.116E+00 0.787E-01 0.527E-01 0.505E-01 0.311E-01 0.219E-01
 175.000 615.000 934 918 538 818 929 631 807 738 0.329E+00 0.185E+00 0.104E+00 0.843E-01 0.641E-01 0.506E-01 0.344E-01 0.198E-01
 185.000 615.000 934 918 538 818 929 631 807 738 0.407E+00 0.177E+00 0.914E-01 0.882E-01 0.773E-01 0.496E-01 0.374E-01 0.197E-01
 195.000 615.000 934 918 929 818 538 631 807 738 0.492E+00 0.163E+00 0.920E-01 0.900E-01 0.790E-01 0.477E-01 0.399E-01 0.193E-01
 205.000 615.000 934 918 929 818 538 631 807 738 0.566E+00 0.147E+00 0.108E+00 0.894E-01 0.672E-01 0.449E-01 0.418E-01 0.186E-01
 215.000 615.000 934 918 929 818 538 807 631 722 0.594E+00 0.128E+00 0.125E+00 0.866E-01 0.564E-01 0.430E-01 0.415E-01 0.183E-01
 225.000 615.000 934 929 918 818 538 807 631 722 0.557E+00 0.141E+00 0.110E+00 0.819E-01 0.469E-01 0.434E-01 0.377E-01 0.188E-01
 235.000 615.000 934 929 918 818 807 538 631 722 0.480E+00 0.155E+00 0.928E-01 0.756E-01 0.429E-01 0.386E-01 0.338E-01 0.190E-01
 245.000 615.000 934 929 918 818 807 538 631 722 0.396E+00 0.165E+00 0.772E-01 0.684E-01 0.416E-01 0.316E-01 0.298E-01 0.190E-01
 255.000 615.000 934 929 918 818 807 631 538 722 0.319E+00 0.170E+00 0.636E-01 0.607E-01 0.395E-01 0.259E-01 0.257E-01 0.187E-01
 135.000 605.000 918 538 934 818 631 444 929 633 0.193E+00 0.174E+00 0.135E+00 0.695E-01 0.564E-01 0.368E-01 0.316E-01 0.268E-01
 145.000 605.000 918 934 538 818 631 929 444 807 0.215E+00 0.173E+00 0.170E+00 0.798E-01 0.604E-01 0.395E-01 0.339E-01 0.302E-01
 155.000 605.000 918 934 538 818 631 929 807 444 0.232E+00 0.222E+00 0.159E+00 0.901E-01 0.633E-01 0.492E-01 0.345E-01 0.307E-01
 165.000 605.000 934 918 538 818 631 929 807 444 0.283E+00 0.240E+00 0.145E+00 0.995E-01 0.648E-01 0.608E-01 0.390E-01 0.274E-01
 175.000 605.000 934 918 538 818 929 631 807 738 0.361E+00 0.237E+00 0.129E+00 0.107E+00 0.748E-01 0.649E-01 0.433E-01 0.255E-01
 185.000 605.000 934 918 818 538 929 631 807 738 0.458E+00 0.225E+00 0.113E+00 0.112E+00 0.912E-01 0.636E-01 0.474E-01 0.253E-01
 195.000 605.000 934 918 818 929 538 631 807 738 0.575E+00 0.205E+00 0.115E+00 0.110E+00 0.956E-01 0.609E-01 0.509E-01 0.248E-01
 205.000 605.000 934 918 929 818 538 631 807 738 0.700E+00 0.182E+00 0.131E+00 0.115E+00 0.803E-01 0.570E-01 0.536E-01 0.238E-01
 215.000 605.000 934 918 929 818 538 807 631 722 0.763E+00 0.156E+00 0.153E+00 0.111E+00 0.667E-01 0.552E-01 0.524E-01 0.234E-01
 225.000 605.000 934 929 918 818 807 538 631 722 0.684E+00 0.175E+00 0.132E+00 0.104E+00 0.557E-01 0.549E-01 0.473E-01 0.241E-01
 235.000 605.000 934 929 918 818 807 538 631 722 0.558E+00 0.195E+00 0.110E+00 0.953E-01 0.550E-01 0.448E-01 0.420E-01 0.245E-01
 245.000 605.000 934 929 918 818 807 631 538 722 0.443E+00 0.211E+00 0.903E-01 0.854E-01 0.532E-01 0.367E-01 0.363E-01 0.244E-01
 255.000 605.000 934 929 818 918 807 631 538 722 0.349E+00 0.219E+00 0.750E-01 0.735E-01 0.504E-01 0.317E-01 0.293E-01 0.239E-01
 265.000 605.000 934 929 818 918 807 631 538 722 0.274E+00 0.218E+00 0.648E-01 0.595E-01 0.468E-01 0.271E-01 0.235E-01 0.231E-01
 125.000 595.000 538 918 934 818 631 444 633 929 0.222E+00 0.204E+00 0.107E+00 0.717E-01 0.650E-01 0.502E-01 0.352E-01 0.278E-01
 135.000 595.000 918 538 934 818 631 444 929 633 0.239E+00 0.224E+00 0.138E+00 0.847E-01 0.715E-01 0.467E-01 0.350E-01 0.343E-01
 145.000 595.000 918 538 934 818 631 929 444 807 0.271E+00 0.217E+00 0.177E+00 0.984E-01 0.770E-01 0.441E-01 0.427E-01 0.370E-01
 155.000 595.000 918 934 538 818 631 929 807 444 0.296E+00 0.227E+00 0.202E+00 0.112E+00 0.810E-01 0.553E-01 0.427E-01 0.384E-01
 165.000 595.000 918 934 538 818 631 929 807 444 0.307E+00 0.292E+00 0.182E+00 0.126E+00 0.832E-01 0.691E-01 0.486E-01 0.340E-01
 175.000 595.000 934 918 538 818 929 631 807 738 0.374E+00 0.304E+00 0.159E+00 0.137E+00 0.859E-01 0.833E-01 0.545E-01 0.327E-01
 185.000 595.000 934 918 818 538 929 631 807 738 0.481E+00 0.285E+00 0.145E+00 0.136E+00 0.106E+00 0.814E-01 0.600E-01 0.325E-01
 195.000 595.000 934 918 818 929 538 631 807 738 0.617E+00 0.256E+00 0.148E+00 0.130E+00 0.114E+00 0.776E-01 0.648E-01 0.318E-01
 205.000 595.000 934 918 929 818 538 631 807 738 0.792E+00 0.222E+00 0.157E+00 0.147E+00 0.949E-01 0.723E-01 0.685E-01 0.305E-01
 215.000 595.000 934 918 929 818 538 807 631 722 0.974E+00 0.188E+00 0.186E+00 0.141E+00 0.778E-01 0.708E-01 0.660E-01 0.299E-01
 225.000 595.000 934 929 918 818 807 538 631 722 0.765E+00 0.217E+00 0.156E+00 0.132E+00 0.715E-01 0.633E-01 0.590E-01 0.309E-01
 235.000 595.000 934 929 918 818 807 631 538 722 0.596E+00 0.246E+00 0.128E+00 0.120E+00 0.706E-01 0.519E-01 0.511E-01 0.314E-01
 245.000 595.000 934 929 818 918 807 631 538 722 0.464E+00 0.268E+00 0.106E+00 0.104E+00 0.680E-01 0.450E-01 0.411E-01 0.313E-01
 255.000 595.000 934 929 818 918 807 631 538 722 0.361E+00 0.280E+00 0.920E-01 0.836E-01 0.641E-01 0.385E-01 0.329E-01 0.307E-01
 265.000 595.000 934 929 818 918 807 631 722 538 0.281E+00 0.279E+00 0.786E-01 0.669E-01 0.591E-01 0.326E-01 0.295E-01 0.262E-01
 275.000 595.000 929 934 818 807 918 722 631 538 0.265E+00 0.219E+00 0.662E-01 0.535E-01 0.533E-01 0.279E-01 0.273E-01 0.209E-01
 115.000 585.000 538 918 934 631 818 444 633 738 0.268E+00 0.200E+00 0.827E-01 0.720E-01 0.707E-01 0.677E-01 0.454E-01 0.293E-01
 125.000 585.000 538 918 934 818 631 444 633 738 0.284E+00 0.244E+00 0.106E+00 0.855E-01 0.814E-01 0.639E-01 0.451E-01 0.325E-01
 135.000 585.000 918 538 934 818 631 444 633 929 0.291E+00 0.287E+00 0.136E+00 0.102E+00 0.903E-01 0.591E-01 0.440E-01 0.382E-01
 145.000 585.000 918 538 934 818 631 444 929 807 0.338E+00 0.277E+00 0.174E+00 0.120E+00 0.980E-01 0.536E-01 0.484E-01 0.450E-01
 155.000 585.000 918 538 934 818 631 929 807 444 0.375E+00 0.254E+00 0.223E+00 0.139E+00 0.104E+00 0.612E-01 0.524E-01 0.478E-01
 165.000 585.000 918 934 538 818 631 929 807 444 0.395E+00 0.285E+00 0.225E+00 0.158E+00 0.107E+00 0.771E-01 0.603E-01 0.420E-01
 175.000 585.000 918 934 538 818 631 929 807 738 0.388E+00 0.365E+00 0.194E+00 0.173E+00 0.107E+00 0.967E-01 0.682E-01 0.420E-01
 185.000 585.000 934 918 818 538 929 631 807 738 0.464E+00 0.359E+00 0.185E+00 0.163E+00 0.121E+00 0.104E+00 0.757E-01 0.417E-01
 195.000 585.000 934 918 818 929 538 631 807 738 0.586E+00 0.316E+00 0.190E+00 0.150E+00 0.135E+00 0.989E-01 0.824E-01 0.407E-01
 205.000 585.000 934 918 818 929 538 631 807 738 0.721E+00 0.268E+00 0.189E+00 0.184E+00 0.110E+00 0.915E-01 0.876E-01 0.389E-01
 215.000 585.000 934 929 918 818 807 538 631 722 0.794E+00 0.223E+00 0.222E+00 0.180E+00 0.908E-01 0.893E-01 0.827E-01 0.383E-01
